machine_id,timestamp,temperature,vibration,pressure,humidity
95,2025-01-04 22:00:00,299.0,3.878,7.623,57.9
96,2025-01-04 23:00:00,299.0,2.52,4.063,54.62
97,2025-01-05 00:00:00,299.0,2.661,5.713,45.29
98,2025-01-05 01:00:00,298.9,2.195,6.767,55.83
99,2025-01-05 02:00:00,298.9,0.225,2.93,76.83
100,2025-01-05 03:00:00,298.8,0.629,2.345,31.57
101,2025-01-05 04:00:00,298.8,0.254,8.777,74.35
102,2025-01-05 05:00:00,298.8,3.218,5.94,23.21
103,2025-01-05 06:00:00,298.8,1.64,8.851,38.5
104,2025-01-05 07:00:00,298.8,2.592,3.702,37.29
105,2025-01-05 08:00:00,298.8,4.547,6.624,57.58
106,2025-01-05 09:00:00,298.8,1.322,2.781,27.87
107,2025-01-05 10:00:00,298.8,2.111,3.09,72.94
108,2025-01-05 11:00:00,298.8,3.802,5.095,69.71
109,2025-01-05 12:00:00,298.9,1.221,3.557,59.12
110,2025-01-05 13:00:00,298.9,0.477,2.341,47.5
111,2025-01-05 14:00:00,298.8,1.52,3.103,75.98
112,2025-01-05 15:00:00,298.7,0.89,1.286,69.84
113,2025-01-05 16:00:00,298.8,4.656,6.635,49.96
114,2025-01-05 17:00:00,298.8,4.06,4.937,62.11
115,2025-01-05 18:00:00,298.8,3.204,1.754,54.02
116,2025-01-05 19:00:00,298.8,4.37,2.374,55.28
117,2025-01-05 20:00:00,298.9,4.038,1.82,39.86
118,2025-01-05 21:00:00,298.8,1.014,5.901,47.73
119,2025-01-05 22:00:00,298.8,4.474,1.754,24.69
120,2025-01-05 23:00:00,298.7,2.743,7.034,41.44
121,2025-01-06 00:00:00,298.9,4.056,1.164,61.75
122,2025-01-06 01:00:00,298.9,4.491,2.995,77.19
123,2025-01-06 02:00:00,299.0,1.658,8.125,77.78
124,2025-01-06 03:00:00,298.9,0.639,6.748,53.34
125,2025-01-06 04:00:00,298.9,1.217,1.584,56.4
126,2025-01-06 05:00:00,298.9,2.193,7.569,31.14
127,2025-01-06 06:00:00,299.0,4.108,4.944,61.72
128,2025-01-06 07:00:00,298.9,4.318,7.774,24.24
129,2025-01-06 08:00:00,299.0,0.134,5.806,37.08
130,2025-01-06 09:00:00,298.9,2.603,6.455,60.1
131,2025-01-06 10:00:00,298.8,2.145,8.948,38.62
132,2025-01-06 11:00:00,298.8,1.188,2.859,22.99
133,2025-01-06 12:00:00,298.7,0.687,5.992,69.91
134,2025-01-06 13:00:00,298.7,1.754,4.683,38.62
135,2025-01-06 14:00:00,298.8,4.72,1.316,23.79
136,2025-01-06 15:00:00,298.8,1.684,1.116,24.49
137,2025-01-06 16:00:00,298.7,2.642,1.954,35.11
138,2025-01-06 17:00:00,298.7,3.545,6.193,30.68
139,2025-01-06 18:00:00,298.8,1.882,5.537,66.46
140,2025-01-06 19:00:00,298.8,4.862,5.427,39.3
141,2025-01-06 20:00:00,298.8,4.816,1.255,68.28
142,2025-01-06 21:00:00,298.7,1.334,4.754,30.43
143,2025-01-06 22:00:00,298.6,2.537,8.397,49.57
144,2025-01-06 23:00:00,298.6,1.574,4.181,61.28
145,2025-01-07 00:00:00,298.6,1.496,5.999,59.12
146,2025-01-07 01:00:00,298.5,0.281,7.239,56.07
147,2025-01-07 02:00:00,298.5,3.087,7.271,75.49
148,2025-01-07 03:00:00,298.4,2.563,5.154,33.71
149,2025-01-07 04:00:00,298.3,0.352,7.864,49.62
150,2025-01-07 05:00:00,298.4,1.465,4.131,73.04
151,2025-01-07 06:00:00,298.4,4.551,8.11,24.67
152,2025-01-07 07:00:00,298.4,1.274,2.922,23.35
153,2025-01-07 08:00:00,298.4,0.81,3.242,34.0
154,2025-01-07 09:00:00,298.4,2.498,1.425,57.98
155,2025-01-07 10:00:00,298.4,4.93,7.365,35.59
156,2025-01-07 11:00:00,298.4,1.286,4.336,31.41
157,2025-01-07 12:00:00,298.4,3.393,2.833,47.53
158,2025-01-07 13:00:00,298.4,3.832,2.854,56.82
159,2025-01-07 14:00:00,298.4,1.264,8.211,34.91
160,2025-01-07 15:00:00,298.4,3.668,7.671,38.04
161,2025-01-07 16:00:00,298.4,1.902,5.428,56.81
162,2025-01-07 17:00:00,298.3,3.198,5.929,76.74
163,2025-01-07 18:00:00,298.3,3.204,4.795,60.48
164,2025-01-07 19:00:00,298.4,2.725,4.133,66.97
165,2025-01-07 20:00:00,298.5,0.542,8.324,42.01
166,2025-01-07 21:00:00,298.5,4.193,2.005,36.34
167,2025-01-07 22:00:00,298.4,1.672,4.348,47.26
168,2025-01-07 23:00:00,298.4,1.014,3.756,68.43
169,2025-01-08 00:00:00,298.4,0.3,4.985,47.38
170,2025-01-08 01:00:00,298.4,2.995,4.661,70.8
171,2025-01-08 02:00:00,298.4,3.42,5.151,79.33
172,2025-01-08 03:00:00,298.2,0.181,2.119,24.32
173,2025-01-08 04:00:00,298.1,2.609,5.105,22.72
174,2025-01-08 05:00:00,298.2,1.21,2.939,28.98
175,2025-01-08 06:00:00,298.2,3.261,2.475,43.06
176,2025-01-08 07:00:00,298.2,0.954,1.519,27.86
177,2025-01-08 08:00:00,298.2,3.486,7.101,72.24
178,2025-01-08 09:00:00,298.2,1.995,4.42,21.39
179,2025-01-08 10:00:00,298.2,4.69,6.013,38.95
180,2025-01-08 11:00:00,298.2,0.774,6.821,31.08
181,2025-01-08 12:00:00,298.2,1.771,6.435,75.89
182,2025-01-08 13:00:00,298.2,0.656,4.764,60.17
183,2025-01-08 14:00:00,298.1,4.631,4.103,74.72
184,2025-01-08 15:00:00,298.1,4.399,4.008,78.34
185,2025-01-08 16:00:00,298.2,1.364,6.12,49.83
186,2025-01-08 17:00:00,298.2,3.334,4.958,34.06
187,2025-01-08 18:00:00,298.1,4.104,7.793,31.62
188,2025-01-08 19:00:00,298.2,2.82,7.998,33.38
189,2025-01-08 20:00:00,298.3,2.695,2.364,62.52
190,2025-01-08 21:00:00,298.3,1.285,2.09,22.43
191,2025-01-08 22:00:00,298.2,0.556,6.043,23.08
192,2025-01-08 23:00:00,298.2,4.496,3.41,56.49
193,2025-01-09 00:00:00,298.2,4.512,1.149,58.52
194,2025-01-09 01:00:00,298.2,3.202,8.109,59.92
195,2025-01-09 02:00:00,298.2,1.761,2.815,42.31
196,2025-01-09 03:00:00,298.3,1.811,8.434,68.36
197,2025-01-09 04:00:00,298.3,3.657,6.739,52.02
198,2025-01-09 05:00:00,298.4,4.496,7.101,26.33
199,2025-01-09 06:00:00,298.4,4.447,2.612,67.83
200,2025-01-09 07:00:00,298.4,3.921,2.874,77.18
201,2025-01-09 08:00:00,298.4,3.246,5.17,23.6
202,2025-01-09 09:00:00,298.3,0.512,2.377,43.48
203,2025-01-09 10:00:00,298.4,0.892,3.443,49.25
204,2025-01-09 11:00:00,298.4,4.503,3.572,28.79
205,2025-01-09 12:00:00,298.4,3.072,2.277,72.06
206,2025-01-09 13:00:00,298.5,0.145,2.641,37.05
207,2025-01-09 14:00:00,298.5,0.597,7.308,66.98
208,2025-01-09 15:00:00,298.4,3.351,2.338,60.26
209,2025-01-09 16:00:00,298.4,0.125,1.228,55.88
210,2025-01-09 17:00:00,298.4,0.888,6.035,31.53
211,2025-01-09 18:00:00,298.4,2.789,8.808,33.24
212,2025-01-09 19:00:00,298.5,3.49,3.65,22.84
213,2025-01-09 20:00:00,298.4,3.295,1.949,34.44
214,2025-01-09 21:00:00,298.4,1.199,5.563,40.73
215,2025-01-09 22:00:00,298.3,3.59,8.251,69.99
216,2025-01-09 23:00:00,298.3,1.263,7.272,41.98
217,2025-01-10 00:00:00,298.3,1.694,5.98,65.28
218,2025-01-10 01:00:00,298.3,3.758,3.52,46.37
219,2025-01-10 02:00:00,298.3,3.283,5.335,67.09
220,2025-01-10 03:00:00,298.3,4.261,1.73,78.58
221,2025-01-10 04:00:00,298.3,3.322,6.432,34.39
222,2025-01-10 05:00:00,298.4,2.885,6.801,71.74
223,2025-01-10 06:00:00,298.4,0.559,8.72,57.31
224,2025-01-10 07:00:00,298.4,1.902,3.083,69.04
225,2025-01-10 08:00:00,298.3,1.399,1.148,59.1
226,2025-01-10 09:00:00,298.3,1.296,5.365,45.44
227,2025-01-10 10:00:00,298.3,4.868,6.654,33.68
228,2025-01-10 11:00:00,298.3,2.026,7.323,24.2
229,2025-01-10 12:00:00,298.3,4.471,2.55,52.13
230,2025-01-10 13:00:00,298.3,3.193,3.094,79.42
231,2025-01-10 14:00:00,298.3,3.995,5.101,64.28
232,2025-01-10 15:00:00,298.3,2.563,3.645,39.64
233,2025-01-10 16:00:00,298.2,2.927,7.884,69.63
234,2025-01-10 17:00:00,298.2,2.513,4.79,66.14
235,2025-01-10 18:00:00,298.2,1.057,7.397,36.9
236,2025-01-10 19:00:00,298.1,3.64,5.645,20.86
237,2025-01-10 20:00:00,298.1,1.476,7.185,27.09
238,2025-01-10 21:00:00,298.0,0.219,3.661,72.64
239,2025-01-10 22:00:00,297.9,3.263,7.651,70.19
240,2025-01-10 23:00:00,298.0,0.968,3.197,37.71
241,2025-01-11 00:00:00,298.0,4.708,5.369,37.11
242,2025-01-11 01:00:00,298.0,4.774,2.712,67.57
243,2025-01-11 02:00:00,298.0,4.583,4.804,76.26
244,2025-01-11 03:00:00,298.0,1.914,3.545,66.75
245,2025-01-11 04:00:00,298.0,0.176,3.134,56.33
246,2025-01-11 05:00:00,297.9,4.649,8.736,34.56
247,2025-01-11 06:00:00,297.9,2.198,2.281,51.54
248,2025-01-11 07:00:00,298.0,4.837,7.299,34.01
249,2025-01-11 08:00:00,298.0,4.822,8.873,68.48
250,2025-01-11 09:00:00,298.0,4.28,1.159,43.22
251,2025-01-11 10:00:00,298.0,1.543,6.592,70.02
252,2025-01-11 11:00:00,298.0,1.987,3.023,42.9
253,2025-01-11 12:00:00,298.0,4.271,1.324,69.45
254,2025-01-11 13:00:00,298.0,1.653,4.223,40.0
255,2025-01-11 14:00:00,298.0,0.931,8.482,46.41
256,2025-01-11 15:00:00,298.0,2.828,1.094,56.93
257,2025-01-11 16:00:00,298.1,4.687,5.703,24.22
258,2025-01-11 17:00:00,298.0,3.511,5.011,76.89
259,2025-01-11 18:00:00,298.1,2.893,7.987,54.42
260,2025-01-11 19:00:00,298.1,0.576,1.672,50.47
261,2025-01-11 20:00:00,298.2,3.114,6.452,70.36
262,2025-01-11 21:00:00,298.1,4.951,6.441,71.95
263,2025-01-11 22:00:00,298.1,0.786,6.353,51.34
264,2025-01-11 23:00:00,298.0,2.64,8.539,75.64
265,2025-01-12 00:00:00,298.1,4.399,7.585,23.88
266,2025-01-12 01:00:00,298.0,3.73,1.336,26.79
267,2025-01-12 02:00:00,298.0,3.515,4.769,55.81
268,2025-01-12 03:00:00,297.9,3.542,4.184,41.24
269,2025-01-12 04:00:00,297.9,1.862,3.481,47.85
270,2025-01-12 05:00:00,298.0,1.539,4.611,39.68
271,2025-01-12 06:00:00,298.0,4.066,4.074,44.28
272,2025-01-12 07:00:00,298.1,4.07,4.459,69.36
273,2025-01-12 08:00:00,298.1,4.349,8.834,55.61
274,2025-01-12 09:00:00,298.1,4.575,1.709,79.84
275,2025-01-12 10:00:00,298.1,2.606,8.378,67.21
276,2025-01-12 11:00:00,298.0,2.557,4.842,36.42
277,2025-01-12 12:00:00,298.0,4.012,5.99,35.86
278,2025-01-12 13:00:00,298.0,3.285,7.641,40.15
279,2025-01-12 14:00:00,298.0,3.54,3.884,70.6
280,2025-01-12 15:00:00,298.0,3.999,4.443,21.64
281,2025-01-12 16:00:00,298.1,4.461,4.276,33.81
282,2025-01-12 17:00:00,298.1,1.756,3.998,74.3
283,2025-01-12 18:00:00,298.1,1.94,8.404,58.39
284,2025-01-12 19:00:00,298.2,0.561,7.631,33.61
285,2025-01-12 20:00:00,298.2,2.934,1.872,33.15
286,2025-01-12 21:00:00,298.2,0.276,1.865,71.76
287,2025-01-12 22:00:00,298.2,2.381,4.423,73.63
288,2025-01-12 23:00:00,298.2,2.759,1.789,35.37
289,2025-01-13 00:00:00,298.2,1.504,5.953,45.23
290,2025-01-13 01:00:00,298.1,2.995,2.15,70.08
291,2025-01-13 02:00:00,298.1,0.249,5.179,66.26
292,2025-01-13 03:00:00,298.0,0.283,1.058,68.83
293,2025-01-13 04:00:00,298.1,4.131,3.533,51.1
294,2025-01-13 05:00:00,298.1,1.865,6.418,74.69
295,2025-01-13 06:00:00,298.1,0.723,4.872,39.56
296,2025-01-13 07:00:00,298.1,2.659,8.826,29.4
297,2025-01-13 08:00:00,298.0,3.873,7.993,62.52
298,2025-01-13 09:00:00,298.0,1.158,3.873,52.36
299,2025-01-13 10:00:00,297.9,3.152,1.364,71.28
300,2025-01-13 11:00:00,297.8,0.518,7.765,24.87
301,2025-01-13 12:00:00,297.8,0.353,8.29,70.62
302,2025-01-13 13:00:00,297.7,2.704,7.565,37.6
303,2025-01-13 14:00:00,297.8,2.749,2.024,59.29
304,2025-01-13 15:00:00,297.8,3.223,8.983,22.41
305,2025-01-13 16:00:00,297.8,3.658,3.069,56.57
306,2025-01-13 17:00:00,297.8,4.882,6.794,63.04
307,2025-01-13 18:00:00,297.8,2.63,8.264,42.13
308,2025-01-13 19:00:00,297.8,1.682,2.885,32.92
309,2025-01-13 20:00:00,297.9,3.996,8.266,52.26
310,2025-01-13 21:00:00,297.9,1.427,3.476,69.99
311,2025-01-13 22:00:00,298.0,2.251,8.811,39.41
312,2025-01-13 23:00:00,298.0,0.484,3.25,35.15
313,2025-01-14 00:00:00,297.9,0.224,8.627,36.74
314,2025-01-14 01:00:00,298.0,4.817,1.428,76.95
315,2025-01-14 02:00:00,297.9,4.196,6.674,41.56
316,2025-01-14 03:00:00,297.9,3.51,5.257,20.22
317,2025-01-14 04:00:00,297.8,2.104,4.823,66.9
318,2025-01-14 05:00:00,297.8,0.949,2.788,61.96
319,2025-01-14 06:00:00,297.8,0.867,6.645,27.71
320,2025-01-14 07:00:00,297.8,1.326,2.526,79.09
321,2025-01-14 08:00:00,297.8,2.791,5.423,56.48
322,2025-01-14 09:00:00,297.8,3.602,3.026,50.05
323,2025-01-14 10:00:00,297.8,3.335,8.645,42.93
324,2025-01-14 11:00:00,297.8,1.472,1.229,73.92
325,2025-01-14 12:00:00,297.8,4.779,2.598,34.64
326,2025-01-14 13:00:00,297.8,3.716,2.938,37.15
327,2025-01-14 14:00:00,297.7,2.816,4.313,27.34
328,2025-01-14 15:00:00,297.7,3.097,2.862,65.55
329,2025-01-14 16:00:00,297.6,2.156,4.931,55.73
330,2025-01-14 17:00:00,297.7,1.314,7.98,56.54
331,2025-01-14 18:00:00,297.6,1.844,6.697,33.11
332,2025-01-14 19:00:00,297.6,3.813,5.64,59.07
333,2025-01-14 20:00:00,297.6,0.171,1.712,65.93
334,2025-01-14 21:00:00,297.5,0.669,6.552,41.47
335,2025-01-14 22:00:00,297.5,0.325,2.331,68.08
336,2025-01-14 23:00:00,297.4,0.3,7.291,40.93
337,2025-01-15 00:00:00,297.6,4.292,3.0,65.49
338,2025-01-15 01:00:00,297.6,3.548,4.336,22.02
339,2025-01-15 02:00:00,297.5,2.423,3.804,53.07
340,2025-01-15 03:00:00,297.5,0.579,7.871,78.17
341,2025-01-15 04:00:00,297.4,2.509,2.012,78.87
342,2025-01-15 05:00:00,297.4,2.42,5.525,36.91
343,2025-01-15 06:00:00,297.4,0.949,2.136,46.48
344,2025-01-15 07:00:00,297.5,2.226,6.638,23.78
345,2025-01-15 08:00:00,297.5,2.053,8.241,72.4
346,2025-01-15 09:00:00,297.5,3.118,4.477,54.11
347,2025-01-15 10:00:00,297.5,3.212,4.905,43.11
348,2025-01-15 11:00:00,297.5,0.322,8.419,26.77
349,2025-01-15 12:00:00,297.6,1.936,5.168,76.81
350,2025-01-15 13:00:00,297.6,3.167,4.901,51.81
351,2025-01-15 14:00:00,297.6,2.565,5.627,36.98
352,2025-01-15 15:00:00,297.6,4.297,6.514,41.01
353,2025-01-15 16:00:00,297.6,3.328,1.855,36.24
354,2025-01-15 17:00:00,297.5,0.898,7.569,56.11
355,2025-01-15 18:00:00,297.6,0.446,4.484,75.8
356,2025-01-15 19:00:00,297.6,3.248,1.579,71.4
357,2025-01-15 20:00:00,297.6,0.23,7.289,47.62
358,2025-01-15 21:00:00,297.6,2.97,4.016,69.59
359,2025-01-15 22:00:00,297.6,4.707,1.803,45.39
360,2025-01-15 23:00:00,297.6,2.92,6.07,35.14
361,2025-01-16 00:00:00,297.5,2.002,8.041,79.0
362,2025-01-16 01:00:00,297.5,3.252,8.102,38.23
363,2025-01-16 02:00:00,297.6,2.345,8.661,39.42
364,2025-01-16 03:00:00,297.6,2.774,7.942,79.38
365,2025-01-16 04:00:00,297.6,4.713,1.017,28.04
366,2025-01-16 05:00:00,297.6,1.992,4.042,65.63
367,2025-01-16 06:00:00,297.6,4.81,7.548,76.15
368,2025-01-16 07:00:00,297.6,4.536,3.93,50.71
369,2025-01-16 08:00:00,297.5,1.059,5.812,20.15
370,2025-01-16 09:00:00,297.5,0.44,5.851,42.5
371,2025-01-16 10:00:00,297.5,0.594,3.92,26.69
372,2025-01-16 11:00:00,297.5,0.189,8.236,44.97
373,2025-01-16 12:00:00,297.4,0.563,5.026,67.4
374,2025-01-16 13:00:00,297.4,3.447,4.718,46.32
375,2025-01-16 14:00:00,297.4,0.449,8.98,45.92
376,2025-01-16 15:00:00,297.4,1.663,4.948,53.41
377,2025-01-16 16:00:00,297.4,4.24,2.427,54.9
378,2025-01-16 17:00:00,297.4,0.214,5.105,71.38
379,2025-01-16 18:00:00,297.3,4.091,7.512,38.5
380,2025-01-16 19:00:00,297.3,1.481,7.215,69.3
381,2025-01-16 20:00:00,297.5,0.679,7.309,53.96
382,2025-01-16 21:00:00,297.5,3.514,6.664,38.03
383,2025-01-16 22:00:00,297.5,3.182,3.034,37.71
384,2025-01-16 23:00:00,297.5,4.4,7.897,41.67
385,2025-01-17 00:00:00,297.5,3.702,8.148,57.36
386,2025-01-17 01:00:00,297.6,4.037,2.553,33.85
387,2025-01-17 02:00:00,297.6,1.482,2.044,75.22
388,2025-01-17 03:00:00,297.7,0.969,8.805,54.49
389,2025-01-17 04:00:00,297.6,3.778,7.947,75.2
390,2025-01-17 05:00:00,297.6,4.053,8.146,22.78
391,2025-01-17 06:00:00,297.6,4.953,8.091,40.56
392,2025-01-17 07:00:00,297.6,2.122,5.333,21.37
393,2025-01-17 08:00:00,297.6,1.923,6.171,36.34
394,2025-01-17 09:00:00,297.5,3.904,5.363,71.72
395,2025-01-17 10:00:00,297.5,1.77,1.41,22.2
396,2025-01-17 11:00:00,297.4,4.661,6.964,46.17
397,2025-01-17 12:00:00,297.4,4.306,5.043,27.05
398,2025-01-17 13:00:00,297.4,2.202,6.182,45.01
399,2025-01-17 14:00:00,297.4,3.779,5.021,70.33
400,2025-01-17 15:00:00,297.4,3.797,4.934,57.38
401,2025-01-17 16:00:00,297.4,0.605,2.374,64.21
402,2025-01-17 17:00:00,297.5,4.523,3.23,40.95
403,2025-01-17 18:00:00,297.4,2.576,2.271,76.66
404,2025-01-17 19:00:00,297.3,4.15,2.565,62.56
405,2025-01-17 20:00:00,297.3,1.668,8.784,45.31
406,2025-01-17 21:00:00,297.3,4.488,2.225,45.59
407,2025-01-17 22:00:00,297.4,2.007,3.154,75.12
408,2025-01-17 23:00:00,297.4,0.153,5.725,54.58
409,2025-01-18 00:00:00,297.4,4.536,5.881,62.38
410,2025-01-18 01:00:00,297.4,0.547,2.232,45.02
411,2025-01-18 02:00:00,297.5,1.665,7.35,33.42
412,2025-01-18 03:00:00,297.5,4.755,7.282,63.41
413,2025-01-18 04:00:00,297.5,4.758,2.899,56.47
414,2025-01-18 05:00:00,297.4,2.91,3.309,50.08
415,2025-01-18 06:00:00,297.4,3.196,8.504,57.44
416,2025-01-18 07:00:00,297.5,2.297,7.605,32.5
417,2025-01-18 08:00:00,297.4,1.537,6.582,67.64
418,2025-01-18 09:00:00,297.4,1.71,1.658,76.89
419,2025-01-18 10:00:00,297.4,3.395,4.346,73.47
420,2025-01-18 11:00:00,297.3,3.787,5.474,39.29
421,2025-01-18 12:00:00,297.3,3.979,2.499,44.36
422,2025-01-18 13:00:00,297.3,3.969,4.586,68.5
423,2025-01-18 14:00:00,297.3,0.547,5.808,55.71
424,2025-01-18 15:00:00,297.3,2.523,3.619,52.87
425,2025-01-18 16:00:00,297.3,0.382,7.248,75.6
426,2025-01-18 17:00:00,297.3,2.793,7.724,52.16
427,2025-01-18 18:00:00,297.4,2.263,3.589,50.9
428,2025-01-18 19:00:00,297.5,4.45,7.709,22.52
429,2025-01-18 20:00:00,297.6,1.819,1.829,24.17
430,2025-01-18 21:00:00,297.5,0.674,7.702,20.45
431,2025-01-18 22:00:00,297.5,0.801,2.222,74.79
432,2025-01-18 23:00:00,297.5,3.831,1.663,44.5
433,2025-01-19 00:00:00,297.6,3.129,6.134,48.11
434,2025-01-19 01:00:00,297.6,0.596,4.775,70.72
435,2025-01-19 02:00:00,297.5,0.512,8.263,56.55
436,2025-01-19 03:00:00,297.4,3.535,3.906,56.57
437,2025-01-19 04:00:00,297.3,0.457,3.297,37.79
438,2025-01-19 05:00:00,297.3,4.127,5.006,70.03
439,2025-01-19 06:00:00,297.4,3.561,4.648,29.95
440,2025-01-19 07:00:00,297.4,0.499,3.755,23.19
441,2025-01-19 08:00:00,297.4,0.516,6.55,31.5
442,2025-01-19 09:00:00,297.5,4.935,7.076,36.06
443,2025-01-19 10:00:00,297.4,1.934,7.824,36.94
444,2025-01-19 11:00:00,297.4,1.916,8.783,60.23
445,2025-01-19 12:00:00,297.4,4.083,3.133,33.07
446,2025-01-19 13:00:00,297.5,4.742,6.729,60.6
447,2025-01-19 14:00:00,297.5,4.931,4.154,25.47
448,2025-01-19 15:00:00,297.6,3.792,6.417,28.83
449,2025-01-19 16:00:00,297.5,1.944,4.808,50.53
